2020,I,E,47,69064123,57518
2020,I,D,47,116846917,80135
2020,I,C,47,1486405,3262
2020,I,B,47,121661652,89862
2020,I,Z,56,36451,56
2020,I,W,56,101156,173
2020,I,U,56,183529,317
2020,I,T,56,402428,907
2020,I,Q,56,19823970,12984
2020,I,P,56,6568551,6184
2020,I,N,56,1156634,2212
2020,I,K,56,1542809,1202
2020,I,J,56,599078,1337
2020,I,I,56,202934041,84728
2020,I,H,56,4551582,5127
2020,I,G,56,159737,333
2020,I,F,56,4342201,7648
2020,I,E,56,3951053,6801
2020,I,D,56,8243006,11510
2020,I,C,56,135814,365
2020,I,B,56,7959243,12449
2020,I,A,56,8076502,13421
2020,I,Q,55,146485,62
2020,I,N,55,82365,41
2020,I,I,55,12753350,9911
2020,I,H,55,346623,139
2020,I,E,55,455218,210
2020,I,B,55,511014,226
2020,I,A,55,1100992,446
2020,I,Z,47,221321,477
2020,I,X,47,711609,1181
2020,I,V,47,1235698,2474
2020,I,U,47,1387725,2478
2020,I,T,47,3400987,7278
2020,I,Q,47,130694126,94058
2020,I,P,47,66713913,32791
2020,I,N,47,12437729,15442
2020,I,M,47,5770818,5872
2020,I,J,47,4005861,10071
2020,I,I,47,4086327692,611252
2020,I,H,47,26077327,35992
2020,I,G,47,1303006,2900
2020,I,F,47,40108840,59775
2020,I,A,47,77912961,90627
2020,H,U,56,744295,1223
2020,H,X,47,3924100,5400
2020,H,V,47,6558903,10713
2020,H,T,47,13182145,23643
2020,H,Q,47,8975202,16433
2020,H,P,47,14905610,25672
2020,H,O,47,154696665,150184
2020,H,N,47,23289945,46177
2020,H,M,47,10140081,19388
2020,H,J,47,130712289,170078
2020,H,H,47,22173824107,5831416
2020,H,G,47,20055452,40399
2020,H,F,47,773857818,1024138
2020,H,E,47,175711943,131744
2020,H,D,47,54847303,98657
2020,H,C,47,22173343,43511
2020,H,B,47,157703899,281239
2020,H,A,47,876549130,1095709
2020,H,N,56,1042828,2460
2020,H,J,56,8799169,14912
2020,H,H,56,801662518,552697
2020,H,G,56,955232,2053
2020,H,D,56,3549721,5659
2020,H,B,56,10311141,18880
2020,H,A,56,83041332,105594
2020,H,,47,217852950534,8890843
2020,H,Z,47,3433922,5023
2020,H,W,47,4011479,5852
2020,H,U,47,16518002,23213
2020,H,K,47,36492391,58713
2020,H,P,56,647515,1319
2020,H,O,56,8819869,14389
2020,H,K,56,2313876,4471
2020,H,F,56,52977722,87016
2020,H,E,56,4720631,7632
2020,H,C,56,1601969,2824
2020,H,T,56,573895,1113
2020,H,Q,56,468311,928
2020,H,T,55,93380,31
2020,H,E,55,855067,198
2020,H,B,55,1179038,311
2020,H,W,56,312634,434
2020,H,V,56,323792,546
2020,H,M,56,453778,889
2020,H,,55,6123104311,13444
2020,H,O,55,364789,126
2020,H,N,55,209673,73
2020,H,K,55,84003,29
2020,H,H,55,68813301,6129
2020,H,D,55,361264,120
2020,H,A,55,5451649,1069
2020,H,I,56,745745,877
2020,H,P,55,60033,20
2020,H,F,55,2014627,555
2020,H,V,55,43580,10
2020,H,I,55,73215,26
2020,H,Z,56,250039,406
2020,H,C,55,57154,12
2020,H,X,56,197196,322
2020,H,X,55,30,1
2020,H,Q,55,20582,12
2020,H,M,55,119975,19
2020,H,U,55,102977,30
2020,H,J,55,141698,66
2020,H,I,47,11162827,14321
2020,H,G,55,108556,20
2020,G,,47,20334163480,2691247
2020,G,Z,47,412300,1309
2020,G,V,47,2641640,8591
2020,G,T,47,2902445,7915
2020,G,Q,47,1503838,5541
2020,G,P,47,2952223,9528
2020,G,O,47,12981932,48233
2020,G,N,47,6531970,23184
2020,G,K,47,5797663,20343
2020,G,J,47,12316887,46069
2020,G,I,47,1526233,4991
2020,G,H,47,55629270,194108
2020,G,F,47,132049366,432311
2020,G,E,47,14384563,44423
2020,G,D,47,9808467,36191
2020,G,B,47,34265511,128059
2020,G,A,47,155276006,536142
2020,G,J,55,915432,170
2020,G,H,55,4104250,886
2020,G,F,55,8953565,1861
2020,G,B,55,3171467,626
2020,G,A,55,23537905,4355
2020,G,X,47,772939,1790
2020,G,U,47,14098848,41790
2020,G,G,47,2287105756,736527
2020,G,,56,3795465838,226748
2020,G,X,56,33885,60
2020,G,V,56,111646,215
2020,G,U,56,566325,1530
2020,G,Q,56,44137,171
2020,G,N,56,261864,781
2020,G,K,56,222705,742
2020,G,J,56,547622,1664
2020,G,H,56,2647085,7574
2020,G,G,56,34883481,31611
2020,G,F,56,5923104,16589
2020,G,E,56,597989,1685
2020,G,D,56,393075,1290
2020,G,C,56,345414,1062
2020,G,B,56,1725094,4988
2020,G,M,47,2591568,8823
2020,G,C,47,9415754,31050
2020,G,O,56,797468,2165
2020,G,M,56,76651,294
2020,G,A,56,10570896,25871
